wilson_forest	F	0	0.894397155	0.8994157577	0.8864846182	0.9074497742	0.8840622462	0.8993434922	0.8780366551	0.9184662053	0.9124023591	0.8774215186
wilson_forest	F	1	0.2984939327	0.3206137071	0.2942098649	0.2861937563	0.2968484234	0.3078470066	0.3225812845	0.3162990287	0.3209208548	0.3271978053
wilson_forest	F	2	-0.1647990845	-0.1379032565	-0.1441469301	-0.1394840062	-0.1577978784	-0.1532445078	-0.1473491695	-0.1541025841	-0.1135330243	-0.1290490601
wilson_forest	F	3	0.5031773569	0.5273196622	0.5583491507	0.5321414351	0.5601209867	0.5312258346	0.5388922108	0.5214204183	0.5236485998	0.5304023103
wilson_forest	F	4	0.7372159661	0.7832332126	0.7681080445	0.7381699612	0.8025671709	0.775742746	0.7870245048	0.7865049736	0.7680638179	0.7802306291
wilson_forest	F	5	0.6042979545	0.5822309264	0.5125061143	0.5879107971	0.5693774472	0.589241819	0.5896294695	0.6063442917	0.5443609799	0.558957782
wilson_forest	F	6	0.7857138762	0.8454597026	0.8038413684	0.8410193526	0.8211408225	0.8308792417	0.8146626429	0.8089612001	0.8340983837	0.8392013764
wilson_forest	F	7	0.7150589833	0.7011030198	0.7299659107	0.6851186132	0.6826495783	0.7034836921	0.6641833318	0.6911897802	0.6920211606	0.7076168121
wilson_forest	F	9	0.3619626787	0.3118572389	0.294426413	0.3653386082	0.3375563275	0.2719455646	0.3677462845	0.3399998868	0.3234612921	0.3199299837
wilson_forest	F	10	0.614712252	0.5971236522	0.6067416666	0.6273316227	0.6155722119	0.5814726587	0.6525904097	0.6217228099	0.5873231915	0.6102788768
wilson_forest	F	11	0.9767793613	0.973725781	0.9877146689	0.9851885952	0.9764649627	0.9805755228	0.9582460276	0.9695894049	1.021328698	0.9815023616
wilson_forest	F	12	0.7614944532	0.7365415667	0.7594998162	0.7433958958	0.7136626725	0.7451764693	0.7332490422	0.7874562907	0.734614178	0.6823975498
wilson_forest	F	13	0.9195860796	0.9252800688	0.922801675	0.9449136497	0.9144077182	0.8813091242	0.9474663303	0.9202107411	0.8984553097	0.9393751456
wilson_forest	F	14	0.87389772	0.8255225105	0.8492811987	0.8997932877	0.8391656073	0.858919174	0.8321221381	0.8477705568	0.8361501005	0.8569938534
wilson_forest	F	15	1.015239088	1.050336045	1.034050695	1.044754051	1.027908793	1.038360518	1.057460085	1.033135228	1.036357951	1.045330196
wilson_forest	F	17	0.4850029279	0.3865636374	0.4785265521	0.4667834723	0.3539553956	0.5055366392	0.5016034898	0.4714986535	0.3664533325	0.3624631001
wilson_forest	F	18	0.09264408246	0.09707758232	0.09526422145	0.0626459304	0.05780082733	0.06767640705	0.04101883642	0.09441317118	0.072897467	0.02055209263
